SSC_NAME16	IndigenousStatus	persons
Strathallan	Aboriginal	0
Strathallan	Both Aboriginal & Torres Strait Islander	0
Strathallan	Non-indigenous	144
Strathallan	Torres Strait Islander	0
Strathbogie	Aboriginal	0
Strathbogie	Both Aboriginal & Torres Strait Islander	0
Strathbogie	Non-indigenous	304
Strathbogie	Torres Strait Islander	0
Strathdale	Aboriginal	85
Strathdale	Both Aboriginal & Torres Strait Islander	0
Strathdale	Non-indigenous	5575
Strathdale	Torres Strait Islander	3
Strathdownie	Aboriginal	0
Strathdownie	Both Aboriginal & Torres Strait Islander	0
Strathdownie	Non-indigenous	183
Strathdownie	Torres Strait Islander	0
Strathewen	Aboriginal	0
Strathewen	Both Aboriginal & Torres Strait Islander	0
Strathewen	Non-indigenous	178
Strathewen	Torres Strait Islander	0
Strathfieldsaye	Aboriginal	47
Strathfieldsaye	Both Aboriginal & Torres Strait Islander	0
Strathfieldsaye	Non-indigenous	5381
Strathfieldsaye	Torres Strait Islander	0
Strathkellar	Aboriginal	0
Strathkellar	Both Aboriginal & Torres Strait Islander	0
Strathkellar	Non-indigenous	93
Strathkellar	Torres Strait Islander	0
Strathlea	Aboriginal	0
Strathlea	Both Aboriginal & Torres Strait Islander	0
Strathlea	Non-indigenous	24
Strathlea	Torres Strait Islander	0
Strathmerton	Aboriginal	26
Strathmerton	Both Aboriginal & Torres Strait Islander	0
Strathmerton	Non-indigenous	1026
Strathmerton	Torres Strait Islander	0
Strathmore (Vic.)	Aboriginal	33
Strathmore (Vic.)	Both Aboriginal & Torres Strait Islander	4
Strathmore (Vic.)	Non-indigenous	8378
Strathmore (Vic.)	Torres Strait Islander	4
Strathmore Heights	Aboriginal	0
Strathmore Heights	Both Aboriginal & Torres Strait Islander	0
Strathmore Heights	Non-indigenous	1004
Strathmore Heights	Torres Strait Islander	0
Streatham	Aboriginal	0
Streatham	Both Aboriginal & Torres Strait Islander	0
Streatham	Non-indigenous	156
Streatham	Torres Strait Islander	0
Strzelecki (Vic.)	Aboriginal	0
Strzelecki (Vic.)	Both Aboriginal & Torres Strait Islander	0
Strzelecki (Vic.)	Non-indigenous	89
Strzelecki (Vic.)	Torres Strait Islander	0
Stuart Mill	Aboriginal	0
Stuart Mill	Both Aboriginal & Torres Strait Islander	0
Stuart Mill	Non-indigenous	79
Stuart Mill	Torres Strait Islander	0
Sugarloaf (Vic.)	Aboriginal	0
Sugarloaf (Vic.)	Both Aboriginal & Torres Strait Islander	0
Sugarloaf (Vic.)	Non-indigenous	14
Sugarloaf (Vic.)	Torres Strait Islander	0
Sugarloaf Creek	Aboriginal	3
Sugarloaf Creek	Both Aboriginal & Torres Strait Islander	0
Sugarloaf Creek	Non-indigenous	241
Sugarloaf Creek	Torres Strait Islander	0
Suggan Buggan	Aboriginal	0
Suggan Buggan	Both Aboriginal & Torres Strait Islander	0
Suggan Buggan	Non-indigenous	0
Suggan Buggan	Torres Strait Islander	0
Sulky	Aboriginal	0
Sulky	Both Aboriginal & Torres Strait Islander	0
Sulky	Non-indigenous	232
Sulky	Torres Strait Islander	0
Summerlands	Aboriginal	0
Summerlands	Both Aboriginal & Torres Strait Islander	0
Summerlands	Non-indigenous	0
Summerlands	Torres Strait Islander	0
Sunbury	Aboriginal	330
Sunbury	Both Aboriginal & Torres Strait Islander	9
Sunbury	Non-indigenous	35721
Sunbury	Torres Strait Islander	24
Sunday Creek	Aboriginal	0
Sunday Creek	Both Aboriginal & Torres Strait Islander	0
Sunday Creek	Non-indigenous	309
Sunday Creek	Torres Strait Islander	0
Sunderland Bay	Aboriginal	12
Sunderland Bay	Both Aboriginal & Torres Strait Islander	0
Sunderland Bay	Non-indigenous	222
Sunderland Bay	Torres Strait Islander	0
Sunset Strip (Vic.)	Aboriginal	0
Sunset Strip (Vic.)	Both Aboriginal & Torres Strait Islander	0
Sunset Strip (Vic.)	Non-indigenous	427
Sunset Strip (Vic.)	Torres Strait Islander	0
Sunshine (Vic.)	Aboriginal	46
Sunshine (Vic.)	Both Aboriginal & Torres Strait Islander	3
Sunshine (Vic.)	Non-indigenous	9716
Sunshine (Vic.)	Torres Strait Islander	3
Sunshine North	Aboriginal	28
Sunshine North	Both Aboriginal & Torres Strait Islander	3
Sunshine North	Non-indigenous	11669
Sunshine North	Torres Strait Islander	0
Sunshine West	Aboriginal	64
Sunshine West	Both Aboriginal & Torres Strait Islander	0
Sunshine West	Non-indigenous	18512
Sunshine West	Torres Strait Islander	4
Surf Beach (Vic.)	Aboriginal	3
Surf Beach (Vic.)	Both Aboriginal & Torres Strait Islander	0
Surf Beach (Vic.)	Non-indigenous	530
Surf Beach (Vic.)	Torres Strait Islander	0
Surrey Hills	Aboriginal	24
Surrey Hills	Both Aboriginal & Torres Strait Islander	0
Surrey Hills	Non-indigenous	13581
Surrey Hills	Torres Strait Islander	0
Sutherland (Vic.)	Aboriginal	0
Sutherland (Vic.)	Both Aboriginal & Torres Strait Islander	0
Sutherland (Vic.)	Non-indigenous	22
Sutherland (Vic.)	Torres Strait Islander	0
Sutherlands Creek	Aboriginal	0
Sutherlands Creek	Both Aboriginal & Torres Strait Islander	0
Sutherlands Creek	Non-indigenous	108
Sutherlands Creek	Torres Strait Islander	0
Sutton (Vic.)	Aboriginal	0
Sutton (Vic.)	Both Aboriginal & Torres Strait Islander	0
Sutton (Vic.)	Non-indigenous	3
Sutton (Vic.)	Torres Strait Islander	0
Sutton Grange	Aboriginal	0
Sutton Grange	Both Aboriginal & Torres Strait Islander	0
Sutton Grange	Non-indigenous	132
Sutton Grange	Torres Strait Islander	0
Swan Bay (Vic.)	Aboriginal	5
Swan Bay (Vic.)	Both Aboriginal & Torres Strait Islander	0
Swan Bay (Vic.)	Non-indigenous	54
Swan Bay (Vic.)	Torres Strait Islander	0
Swan Hill	Aboriginal	376
Swan Hill	Both Aboriginal & Torres Strait Islander	10
Swan Hill	Non-indigenous	10506
Swan Hill	Torres Strait Islander	13
Swan Hill West	Aboriginal	0
Swan Hill West	Both Aboriginal & Torres Strait Islander	0
Swan Hill West	Non-indigenous	4
Swan Hill West	Torres Strait Islander	0
Swan Island	Aboriginal	0
Swan Island	Both Aboriginal & Torres Strait Islander	0
Swan Island	Non-indigenous	0
Swan Island	Torres Strait Islander	0
Swan Marsh	Aboriginal	0
Swan Marsh	Both Aboriginal & Torres Strait Islander	0
Swan Marsh	Non-indigenous	121
Swan Marsh	Torres Strait Islander	0
Swan Reach (Vic.)	Aboriginal	10
Swan Reach (Vic.)	Both Aboriginal & Torres Strait Islander	0
Swan Reach (Vic.)	Non-indigenous	741
Swan Reach (Vic.)	Torres Strait Islander	0
Swanpool	Aboriginal	4
Swanpool	Both Aboriginal & Torres Strait Islander	0
Swanpool	Non-indigenous	203
Swanpool	Torres Strait Islander	0
Swanwater	Aboriginal	0
Swanwater	Both Aboriginal & Torres Strait Islander	0
Swanwater	Non-indigenous	18
Swanwater	Torres Strait Islander	0
Swanwater West	Aboriginal	0
Swanwater West	Both Aboriginal & Torres Strait Islander	0
Swanwater West	Non-indigenous	14
Swanwater West	Torres Strait Islander	0
Swifts Creek	Aboriginal	0
Swifts Creek	Both Aboriginal & Torres Strait Islander	0
Swifts Creek	Non-indigenous	278
Swifts Creek	Torres Strait Islander	0
Sydenham (Vic.)	Aboriginal	35
Sydenham (Vic.)	Both Aboriginal & Torres Strait Islander	0
Sydenham (Vic.)	Non-indigenous	10803
Sydenham (Vic.)	Torres Strait Islander	0
Sylvaterre	Aboriginal	0
Sylvaterre	Both Aboriginal & Torres Strait Islander	0
Sylvaterre	Non-indigenous	17
Sylvaterre	Torres Strait Islander	0
Tabberabbera	Aboriginal	0
Tabberabbera	Both Aboriginal & Torres Strait Islander	0
Tabberabbera	Non-indigenous	0
Tabberabbera	Torres Strait Islander	0
Tabilk	Aboriginal	0
Tabilk	Both Aboriginal & Torres Strait Islander	0
Tabilk	Non-indigenous	131
Tabilk	Torres Strait Islander	0
Tabor	Aboriginal	0
Tabor	Both Aboriginal & Torres Strait Islander	0
Tabor	Non-indigenous	39
Tabor	Torres Strait Islander	0
Taggerty	Aboriginal	3
Taggerty	Both Aboriginal & Torres Strait Islander	0
Taggerty	Non-indigenous	325
Taggerty	Torres Strait Islander	0
Tahara	Aboriginal	0
Tahara	Both Aboriginal & Torres Strait Islander	0
Tahara	Non-indigenous	36
Tahara	Torres Strait Islander	0
Tahara Bridge	Aboriginal	0
Tahara Bridge	Both Aboriginal & Torres Strait Islander	0
Tahara Bridge	Non-indigenous	20
Tahara Bridge	Torres Strait Islander	0
Tahara West	Aboriginal	0
Tahara West	Both Aboriginal & Torres Strait Islander	0
Tahara West	Non-indigenous	21
Tahara West	Torres Strait Islander	0
Talbot (Vic.)	Aboriginal	14
Talbot (Vic.)	Both Aboriginal & Torres Strait Islander	0
Talbot (Vic.)	Non-indigenous	428
Talbot (Vic.)	Torres Strait Islander	0
Talgarno	Aboriginal	3
Talgarno	Both Aboriginal & Torres Strait Islander	0
Talgarno	Non-indigenous	216
Talgarno	Torres Strait Islander	0
Tallandoon	Aboriginal	0
Tallandoon	Both Aboriginal & Torres Strait Islander	0
Tallandoon	Non-indigenous	79
Tallandoon	Torres Strait Islander	0
Tallangatta	Aboriginal	15
Tallangatta	Both Aboriginal & Torres Strait Islander	3
Tallangatta	Non-indigenous	1064
Tallangatta	Torres Strait Islander	0
Tallangatta East	Aboriginal	0
Tallangatta East	Both Aboriginal & Torres Strait Islander	0
Tallangatta East	Non-indigenous	56
Tallangatta East	Torres Strait Islander	0
Tallangatta South	Aboriginal	0
Tallangatta South	Both Aboriginal & Torres Strait Islander	0
Tallangatta South	Non-indigenous	139
Tallangatta South	Torres Strait Islander	0
Tallangatta Valley	Aboriginal	0
Tallangatta Valley	Both Aboriginal & Torres Strait Islander	0
Tallangatta Valley	Non-indigenous	202
Tallangatta Valley	Torres Strait Islander	0
Tallarook	Aboriginal	9
Tallarook	Both Aboriginal & Torres Strait Islander	0
Tallarook	Non-indigenous	727
Tallarook	Torres Strait Islander	0
Tallygaroopna	Aboriginal	16
Tallygaroopna	Both Aboriginal & Torres Strait Islander	0
Tallygaroopna	Non-indigenous	563
Tallygaroopna	Torres Strait Islander	0
Tambo Crossing	Aboriginal	0
Tambo Crossing	Both Aboriginal & Torres Strait Islander	0
Tambo Crossing	Non-indigenous	17
Tambo Crossing	Torres Strait Islander	0
Tambo Upper	Aboriginal	3
Tambo Upper	Both Aboriginal & Torres Strait Islander	0
Tambo Upper	Non-indigenous	321
Tambo Upper	Torres Strait Islander	0
Tamboon	Aboriginal	0
Tamboon	Both Aboriginal & Torres Strait Islander	0
Tamboon	Non-indigenous	11
Tamboon	Torres Strait Islander	0
Tamboritha	Aboriginal	0
Tamboritha	Both Aboriginal & Torres Strait Islander	0
Tamboritha	Non-indigenous	0
Tamboritha	Torres Strait Islander	0
Taminick	Aboriginal	0
Taminick	Both Aboriginal & Torres Strait Islander	0
Taminick	Non-indigenous	103
Taminick	Torres Strait Islander	0
Tamleugh	Aboriginal	0
Tamleugh	Both Aboriginal & Torres Strait Islander	0
Tamleugh	Non-indigenous	51
Tamleugh	Torres Strait Islander	0
Tamleugh North	Aboriginal	0
Tamleugh North	Both Aboriginal & Torres Strait Islander	0
Tamleugh North	Non-indigenous	34
Tamleugh North	Torres Strait Islander	0
Tandarook	Aboriginal	0
Tandarook	Both Aboriginal & Torres Strait Islander	0
Tandarook	Non-indigenous	19
Tandarook	Torres Strait Islander	0
Tandarra	Aboriginal	0
Tandarra	Both Aboriginal & Torres Strait Islander	0
Tandarra	Non-indigenous	48
Tandarra	Torres Strait Islander	0
Tangambalanga	Aboriginal	9
Tangambalanga	Both Aboriginal & Torres Strait Islander	0
Tangambalanga	Non-indigenous	533
Tangambalanga	Torres Strait Islander	0
Tanjil	Aboriginal	0
Tanjil	Both Aboriginal & Torres Strait Islander	0
Tanjil	Non-indigenous	0
Tanjil	Torres Strait Islander	0
Tanjil Bren	Aboriginal	0
Tanjil Bren	Both Aboriginal & Torres Strait Islander	0
Tanjil Bren	Non-indigenous	14
Tanjil Bren	Torres Strait Islander	0
Tanjil South	Aboriginal	5
Tanjil South	Both Aboriginal & Torres Strait Islander	0
Tanjil South	Non-indigenous	539
Tanjil South	Torres Strait Islander	0
Tanwood	Aboriginal	3
Tanwood	Both Aboriginal & Torres Strait Islander	0
Tanwood	Non-indigenous	23
Tanwood	Torres Strait Islander	0
Tanybryn	Aboriginal	0
Tanybryn	Both Aboriginal & Torres Strait Islander	0
Tanybryn	Non-indigenous	19
Tanybryn	Torres Strait Islander	0
Taradale (Vic.)	Aboriginal	7
Taradale (Vic.)	Both Aboriginal & Torres Strait Islander	0
Taradale (Vic.)	Non-indigenous	441
Taradale (Vic.)	Torres Strait Islander	0
Tarcombe	Aboriginal	0
Tarcombe	Both Aboriginal & Torres Strait Islander	0
Tarcombe	Non-indigenous	42
Tarcombe	Torres Strait Islander	0
Tarilta	Aboriginal	0
Tarilta	Both Aboriginal & Torres Strait Islander	0
Tarilta	Non-indigenous	21
Tarilta	Torres Strait Islander	0
Tarnagulla	Aboriginal	7
Tarnagulla	Both Aboriginal & Torres Strait Islander	0
Tarnagulla	Non-indigenous	126
Tarnagulla	Torres Strait Islander	0
Tarneit	Aboriginal	153
Tarneit	Both Aboriginal & Torres Strait Islander	8
Tarneit	Non-indigenous	34393
Tarneit	Torres Strait Islander	8
Tarnook	Aboriginal	0
Tarnook	Both Aboriginal & Torres Strait Islander	0
Tarnook	Non-indigenous	89
Tarnook	Torres Strait Islander	0
Taroon	Aboriginal	0
Taroon	Both Aboriginal & Torres Strait Islander	0
Taroon	Non-indigenous	22
Taroon	Torres Strait Islander	0
Tarra Valley	Aboriginal	0
Tarra Valley	Both Aboriginal & Torres Strait Islander	0
Tarra Valley	Non-indigenous	77
Tarra Valley	Torres Strait Islander	0
Tarranyurk	Aboriginal	0
Tarranyurk	Both Aboriginal & Torres Strait Islander	0
Tarranyurk	Non-indigenous	30
Tarranyurk	Torres Strait Islander	0
Tarraville	Aboriginal	3
Tarraville	Both Aboriginal & Torres Strait Islander	0
Tarraville	Non-indigenous	77
Tarraville	Torres Strait Islander	0
Tarrawarra	Aboriginal	0
Tarrawarra	Both Aboriginal & Torres Strait Islander	0
Tarrawarra	Non-indigenous	78
Tarrawarra	Torres Strait Islander	0
Tarrawingee	Aboriginal	0
Tarrawingee	Both Aboriginal & Torres Strait Islander	0
Tarrawingee	Non-indigenous	370
Tarrawingee	Torres Strait Islander	0
Tarrayoukyan	Aboriginal	0
Tarrayoukyan	Both Aboriginal & Torres Strait Islander	0
Tarrayoukyan	Non-indigenous	21
Tarrayoukyan	Torres Strait Islander	0
Tarrengower	Aboriginal	0
Tarrengower	Both Aboriginal & Torres Strait Islander	0
Tarrengower	Non-indigenous	64
Tarrengower	Torres Strait Islander	0
Tarrenlea	Aboriginal	3
Tarrenlea	Both Aboriginal & Torres Strait Islander	0
Tarrenlea	Non-indigenous	34
Tarrenlea	Torres Strait Islander	0
Tarrington	Aboriginal	0
Tarrington	Both Aboriginal & Torres Strait Islander	0
Tarrington	Non-indigenous	301
Tarrington	Torres Strait Islander	0
Tarrone	Aboriginal	0
Tarrone	Both Aboriginal & Torres Strait Islander	0
Tarrone	Non-indigenous	64
Tarrone	Torres Strait Islander	0
Tarwin	Aboriginal	0
Tarwin	Both Aboriginal & Torres Strait Islander	0
Tarwin	Non-indigenous	56
Tarwin	Torres Strait Islander	0
Tarwin Lower	Aboriginal	0
Tarwin Lower	Both Aboriginal & Torres Strait Islander	0
Tarwin Lower	Non-indigenous	358
Tarwin Lower	Torres Strait Islander	0
Tatong	Aboriginal	4
Tatong	Both Aboriginal & Torres Strait Islander	0
Tatong	Non-indigenous	283
Tatong	Torres Strait Islander	0
Tatura	Aboriginal	95
Tatura	Both Aboriginal & Torres Strait Islander	3
Tatura	Non-indigenous	4568
Tatura	Torres Strait Islander	3
Tatura East	Aboriginal	0
Tatura East	Both Aboriginal & Torres Strait Islander	0
Tatura East	Non-indigenous	143
Tatura East	Torres Strait Islander	0
Tatyoon	Aboriginal	0
Tatyoon	Both Aboriginal & Torres Strait Islander	0
Tatyoon	Non-indigenous	130
Tatyoon	Torres Strait Islander	0
Tawonga	Aboriginal	9
Tawonga	Both Aboriginal & Torres Strait Islander	0
Tawonga	Non-indigenous	565
Tawonga	Torres Strait Islander	0
Tawonga South	Aboriginal	8
Tawonga South	Both Aboriginal & Torres Strait Islander	0
Tawonga South	Non-indigenous	854
Tawonga South	Torres Strait Islander	0
Taylor Bay	Aboriginal	0
Taylor Bay	Both Aboriginal & Torres Strait Islander	0
Taylor Bay	Non-indigenous	38
Taylor Bay	Torres Strait Islander	0
Taylors Hill	Aboriginal	15
Taylors Hill	Both Aboriginal & Torres Strait Islander	0
Taylors Hill	Non-indigenous	14906
Taylors Hill	Torres Strait Islander	0
Taylors Lakes	Aboriginal	34
Taylors Lakes	Both Aboriginal & Torres Strait Islander	0
Taylors Lakes	Non-indigenous	15482
Taylors Lakes	Torres Strait Islander	3
Teal Point	Aboriginal	0
Teal Point	Both Aboriginal & Torres Strait Islander	0
Teal Point	Non-indigenous	60
Teal Point	Torres Strait Islander	0
Tecoma	Aboriginal	3
Tecoma	Both Aboriginal & Torres Strait Islander	0
Tecoma	Non-indigenous	2079
Tecoma	Torres Strait Islander	0
Teddywaddy	Aboriginal	0
Teddywaddy	Both Aboriginal & Torres Strait Islander	0
Teddywaddy	Non-indigenous	17
Teddywaddy	Torres Strait Islander	0
Teddywaddy West	Aboriginal	0
Teddywaddy West	Both Aboriginal & Torres Strait Islander	0
Teddywaddy West	Non-indigenous	15
Teddywaddy West	Torres Strait Islander	0
Teesdale (Vic.)	Aboriginal	10
Teesdale (Vic.)	Both Aboriginal & Torres Strait Islander	4
Teesdale (Vic.)	Non-indigenous	1707
Teesdale (Vic.)	Torres Strait Islander	0
Telangatuk East	Aboriginal	0
Telangatuk East	Both Aboriginal & Torres Strait Islander	0
Telangatuk East	Non-indigenous	65
Telangatuk East	Torres Strait Islander	0
Telford	Aboriginal	0
Telford	Both Aboriginal & Torres Strait Islander	0
Telford	Non-indigenous	24
Telford	Torres Strait Islander	0
Telopea Downs	Aboriginal	0
Telopea Downs	Both Aboriginal & Torres Strait Islander	0
Telopea Downs	Non-indigenous	45
Telopea Downs	Torres Strait Islander	0
Templestowe	Aboriginal	34
Templestowe	Both Aboriginal & Torres Strait Islander	4
Templestowe	Non-indigenous	16580
Templestowe	Torres Strait Islander	0
Templestowe Lower	Aboriginal	15
Templestowe Lower	Both Aboriginal & Torres Strait Islander	0
Templestowe Lower	Non-indigenous	13414
Templestowe Lower	Torres Strait Islander	0
Tempy	Aboriginal	0
Tempy	Both Aboriginal & Torres Strait Islander	0
Tempy	Non-indigenous	57
Tempy	Torres Strait Islander	0
Tenby Point	Aboriginal	0
Tenby Point	Both Aboriginal & Torres Strait Islander	0
Tenby Point	Non-indigenous	184
Tenby Point	Torres Strait Islander	0
Tennyson (Vic.)	Aboriginal	0
Tennyson (Vic.)	Both Aboriginal & Torres Strait Islander	0
Tennyson (Vic.)	Non-indigenous	48
Tennyson (Vic.)	Torres Strait Islander	0
Terang	Aboriginal	31
Terang	Both Aboriginal & Torres Strait Islander	0
Terang	Non-indigenous	2253
Terang	Torres Strait Islander	4
Terip Terip	Aboriginal	0
Terip Terip	Both Aboriginal & Torres Strait Islander	0
Terip Terip	Non-indigenous	57
Terip Terip	Torres Strait Islander	0
Terrappee	Aboriginal	0
Terrappee	Both Aboriginal & Torres Strait Islander	0
Terrappee	Non-indigenous	22
Terrappee	Torres Strait Islander	0
Terrick Terrick	Aboriginal	0
Terrick Terrick	Both Aboriginal & Torres Strait Islander	0
Terrick Terrick	Non-indigenous	11
Terrick Terrick	Torres Strait Islander	0
Terrick Terrick East	Aboriginal	0
Terrick Terrick East	Both Aboriginal & Torres Strait Islander	0
Terrick Terrick East	Non-indigenous	6
Terrick Terrick East	Torres Strait Islander	0
Tesbury	Aboriginal	0
Tesbury	Both Aboriginal & Torres Strait Islander	0
Tesbury	Non-indigenous	112
Tesbury	Torres Strait Islander	0
Tetoora Road	Aboriginal	0
Tetoora Road	Both Aboriginal & Torres Strait Islander	0
Tetoora Road	Non-indigenous	66
Tetoora Road	Torres Strait Islander	0
Thalia	Aboriginal	0
Thalia	Both Aboriginal & Torres Strait Islander	0
Thalia	Non-indigenous	10
Thalia	Torres Strait Islander	0
The Basin (Vic.)	Aboriginal	37
The Basin (Vic.)	Both Aboriginal & Torres Strait Islander	0
The Basin (Vic.)	Non-indigenous	4376
The Basin (Vic.)	Torres Strait Islander	3
The Cove	Aboriginal	0
The Cove	Both Aboriginal & Torres Strait Islander	0
The Cove	Non-indigenous	10
The Cove	Torres Strait Islander	0
The Gurdies	Aboriginal	3
The Gurdies	Both Aboriginal & Torres Strait Islander	0
The Gurdies	Non-indigenous	188
The Gurdies	Torres Strait Islander	0
The Heart	Aboriginal	0
The Heart	Both Aboriginal & Torres Strait Islander	0
The Heart	Non-indigenous	29
The Heart	Torres Strait Islander	0
The Honeysuckles	Aboriginal	0
The Honeysuckles	Both Aboriginal & Torres Strait Islander	0
The Honeysuckles	Non-indigenous	82
The Honeysuckles	Torres Strait Islander	0
The Patch	Aboriginal	0
The Patch	Both Aboriginal & Torres Strait Islander	0
The Patch	Non-indigenous	1065
The Patch	Torres Strait Islander	0
The Sisters	Aboriginal	0
The Sisters	Both Aboriginal & Torres Strait Islander	0
The Sisters	Non-indigenous	141
The Sisters	Torres Strait Islander	0
Thologolong	Aboriginal	0
Thologolong	Both Aboriginal & Torres Strait Islander	0
Thologolong	Non-indigenous	11
Thologolong	Torres Strait Islander	0
Thomastown	Aboriginal	145
Thomastown	Both Aboriginal & Torres Strait Islander	5
Thomastown	Non-indigenous	20373
Thomastown	Torres Strait Islander	0
Thomson (Baw Baw - Vic.)	Aboriginal	0
Thomson (Baw Baw - Vic.)	Both Aboriginal & Torres Strait Islander	0
Thomson (Baw Baw - Vic.)	Non-indigenous	0
Thomson (Baw Baw - Vic.)	Torres Strait Islander	0
Thomson (Greater Geelong - Vic.)	Aboriginal	28
Thomson (Greater Geelong - Vic.)	Both Aboriginal & Torres Strait Islander	0
Thomson (Greater Geelong - Vic.)	Non-indigenous	1579
Thomson (Greater Geelong - Vic.)	Torres Strait Islander	0
Thoona	Aboriginal	5
Thoona	Both Aboriginal & Torres Strait Islander	0
Thoona	Non-indigenous	122
Thoona	Torres Strait Islander	0
Thornbury	Aboriginal	126
Thornbury	Both Aboriginal & Torres Strait Islander	0
Thornbury	Non-indigenous	18442
Thornbury	Torres Strait Islander	0
Thornton (Vic.)	Aboriginal	4
Thornton (Vic.)	Both Aboriginal & Torres Strait Islander	0
Thornton (Vic.)	Non-indigenous	295
Thornton (Vic.)	Torres Strait Islander	0
Thorpdale	Aboriginal	4
Thorpdale	Both Aboriginal & Torres Strait Islander	0
Thorpdale	Non-indigenous	467
Thorpdale	Torres Strait Islander	0
Thorpdale South	Aboriginal	0
Thorpdale South	Both Aboriginal & Torres Strait Islander	0
Thorpdale South	Non-indigenous	30
Thorpdale South	Torres Strait Islander	0
Thowgla Valley	Aboriginal	0
Thowgla Valley	Both Aboriginal & Torres Strait Islander	0
Thowgla Valley	Non-indigenous	82
Thowgla Valley	Torres Strait Islander	0
Three Bridges	Aboriginal	4
Three Bridges	Both Aboriginal & Torres Strait Islander	0
Three Bridges	Non-indigenous	195
Three Bridges	Torres Strait Islander	0
Timbarra (Vic.)	Aboriginal	0
Timbarra (Vic.)	Both Aboriginal & Torres Strait Islander	0
Timbarra (Vic.)	Non-indigenous	0
Timbarra (Vic.)	Torres Strait Islander	0
Timboon	Aboriginal	0
Timboon	Both Aboriginal & Torres Strait Islander	0
Timboon	Non-indigenous	1202
Timboon	Torres Strait Islander	0
Timboon West	Aboriginal	0
Timboon West	Both Aboriginal & Torres Strait Islander	0
Timboon West	Non-indigenous	54
Timboon West	Torres Strait Islander	0
Timmering	Aboriginal	0
Timmering	Both Aboriginal & Torres Strait Islander	0
Timmering	Non-indigenous	96
Timmering	Torres Strait Islander	0
Timor (Vic.)	Aboriginal	0
Timor (Vic.)	Both Aboriginal & Torres Strait Islander	0
Timor (Vic.)	Non-indigenous	58
Timor (Vic.)	Torres Strait Islander	0
Timor West	Aboriginal	0
Timor West	Both Aboriginal & Torres Strait Islander	0
Timor West	Non-indigenous	24
Timor West	Torres Strait Islander	0
Tinamba	Aboriginal	0
Tinamba	Both Aboriginal & Torres Strait Islander	0
Tinamba	Non-indigenous	277
Tinamba	Torres Strait Islander	0
Tinamba West	Aboriginal	0
Tinamba West	Both Aboriginal & Torres Strait Islander	0
Tinamba West	Non-indigenous	49
Tinamba West	Torres Strait Islander	0
Tintaldra	Aboriginal	0
Tintaldra	Both Aboriginal & Torres Strait Islander	0
Tintaldra	Non-indigenous	60
Tintaldra	Torres Strait Islander	0
Tittybong	Aboriginal	0
Tittybong	Both Aboriginal & Torres Strait Islander	0
Tittybong	Non-indigenous	3
Tittybong	Torres Strait Islander	0
Tol Tol	Aboriginal	0
Tol Tol	Both Aboriginal & Torres Strait Islander	3
Tol Tol	Non-indigenous	139
Tol Tol	Torres Strait Islander	0
Tolmie	Aboriginal	3
Tolmie	Both Aboriginal & Torres Strait Islander	0
Tolmie	Non-indigenous	444
Tolmie	Torres Strait Islander	0
Tom Groggin	Aboriginal	0
Tom Groggin	Both Aboriginal & Torres Strait Islander	0
Tom Groggin	Non-indigenous	0
Tom Groggin	Torres Strait Islander	0
Tongala	Aboriginal	27
Tongala	Both Aboriginal & Torres Strait Islander	3
Tongala	Non-indigenous	1893
Tongala	Torres Strait Islander	3
Tonghi Creek	Aboriginal	0
Tonghi Creek	Both Aboriginal & Torres Strait Islander	0
Tonghi Creek	Non-indigenous	12
Tonghi Creek	Torres Strait Islander	0
Tongio	Aboriginal	0
Tongio	Both Aboriginal & Torres Strait Islander	0
Tongio	Non-indigenous	65
Tongio	Torres Strait Islander	0
Tonimbuk	Aboriginal	5
Tonimbuk	Both Aboriginal & Torres Strait Islander	0
Tonimbuk	Non-indigenous	203
Tonimbuk	Torres Strait Islander	0
Tooan	Aboriginal	0
Tooan	Both Aboriginal & Torres Strait Islander	0
Tooan	Non-indigenous	19
Tooan	Torres Strait Islander	0
Tooborac	Aboriginal	0
Tooborac	Both Aboriginal & Torres Strait Islander	0
Tooborac	Non-indigenous	310
Tooborac	Torres Strait Islander	0
Toolamba	Aboriginal	16
Toolamba	Both Aboriginal & Torres Strait Islander	0
Toolamba	Non-indigenous	753
Toolamba	Torres Strait Islander	0
Toolamba West	Aboriginal	5
Toolamba West	Both Aboriginal & Torres Strait Islander	0
Toolamba West	Non-indigenous	107
Toolamba West	Torres Strait Islander	0
Toolangi	Aboriginal	0
Toolangi	Both Aboriginal & Torres Strait Islander	0
Toolangi	Non-indigenous	344
Toolangi	Torres Strait Islander	0
Toolern Vale	Aboriginal	4
Toolern Vale	Both Aboriginal & Torres Strait Islander	0
Toolern Vale	Non-indigenous	720
Toolern Vale	Torres Strait Islander	0
Toolleen	Aboriginal	0
Toolleen	Both Aboriginal & Torres Strait Islander	0
Toolleen	Non-indigenous	182
Toolleen	Torres Strait Islander	0
Toolome	Aboriginal	0
Toolome	Both Aboriginal & Torres Strait Islander	0
Toolome	Non-indigenous	0
Toolome	Torres Strait Islander	0
Toolondo	Aboriginal	0
Toolondo	Both Aboriginal & Torres Strait Islander	0
Toolondo	Non-indigenous	54
Toolondo	Torres Strait Islander	5
Toolong	Aboriginal	0
Toolong	Both Aboriginal & Torres Strait Islander	0
Toolong	Non-indigenous	91
Toolong	Torres Strait Islander	0
Toombon	Aboriginal	0
